"Cement (component 1)(kg in a m^3 mixture)","Blast Furnace Slag (component 2)(kg in a m^3 mixture)","Fly Ash (component 3)(kg in a m^3 mixture)","Water  (component 4)(kg in a m^3 mixture)","Superplasticizer (component 5)(kg in a m^3 mixture)","Coarse Aggregate  (component 6)(kg in a m^3 mixture)","Fine Aggregate (component 7)(kg in a m^3 mixture)","Age (day)","Concrete compressive strength(MPa, megapascals) "
153,102,0,192,0,888,943.10000000000003,7,8.374375495999999
141.30000000000002,212,0,203.5,0,971.8,748.5,90,39.6621069
116,173,0,192,0,909.8,891.9,7,10.089791784000001
141.30000000000002,212,0,203.5,0,971.8,748.5,3,4.8277109520000004
122.6,183.90000000000001,0,203.5,0,958.2000000000001,800.10000000000003,7,10.354550567999999
166.80000000000002,250.2,0,203.5,0,975.60000000000003,692.60000000000003,90,43.565230536000002
203.5,305.30000000000002,0,203.5,0,963.4,630,90,51.863763672
310,0,0,192,0,1012,830,3,11.85209244
310,0,0,192,0,1012,830,7,17.243794760000001
310,0,0,192,0,1012,830,28,27.827251359999999
310,0,0,192,0,1012,830,90,35.763120119999997
310,0,0,192,0,1012,830,120,38.70028788
331,0,0,192,0,1025,821,3,14.306626999999999
331,0,0,192,0,1025,821,7,17.436848040000001
331,0,0,192,0,1025,821,28,31.74347504
331,0,0,192,0,1025,821,90,37.91428524
331,0,0,192,0,1025,821,120,39.382869119999996
349,0,0,192,0,1056,809,3,15.87173752
349,0,0,192,0,1056,809,7,9.0114513199999991
349,0,0,192,0,1056,809,28,33.605060240000001
349,0,0,192,0,1056,809,90,40.65839972
349,0,0,192,0,1056,809,120,40.858347760000001
238,0,0,186,0,1119,789,7,12.052040479999999
238,0,0,186,0,1119,789,28,17.54026944
296,0,0,186,0,1090,769,7,18.91232668
296,0,0,186,0,1090,769,28,25.17966352
297,0,0,186,0,1040,734,7,30.957472400000001
480,0,0,192,0,936,721,28,43.892042159999996
480,0,0,192,0,936,721,90,54.27555072
397,0,0,186,0,1040,734,28,36.93522932
281,0,0,186,0,1104,774,7,14.49968028
281,0,0,185,0,1104,774,28,22.435549039999998
500,0,0,200,0,1125,613,1,12.63809508
500,0,0,200,0,1125,613,3,26.0621928
500,0,0,200,0,1125,613,7,33.21205892
500,0,0,200,0,1125,613,14,36.93522932
500,0,0,200,0,1125,613,28,44.0919902
540,0,0,173,0,1125,613,7,52.613913560000001
540,0,0,173,0,1125,613,14,59.76377968
540,0,0,173,0,1125,613,28,67.30664712
540,0,0,173,0,1125,613,90,69.657760279999991
540,0,0,173,0,1125,613,180,71.622766880000001
540,0,0,173,0,1125,613,270,74.16693332
350,0,0,203,0,974,775,7,18.126324040000001
350,0,0,203,0,974,775,14,22.53207568
350,0,0,203,0,974,775,28,27.337723399999999
350,0,0,203,0,974,775,56,29.97841648
350,0,0,203,0,974,775,90,31.350473720000001
350,0,0,203,0,974,775,180,32.722530960000001
385,0,0,186,0,966,763,1,6.26733684
385,0,0,186,0,966,763,3,14.699628319999999
385,0,0,186,0,966,763,7,23.221551679999998
385,0,0,186,0,966,763,14,27.923778
385,0,0,186,0,966,763,28,31.350473720000001
331,0,0,192,0,978,825,180,38.996762560000001
331,0,0,192,0,978,825,360,41.244454319999996
349,0,0,192,0,1047,806,3,14.98920824
331,0,0,192,0,978,825,3,13.52062436
382,0,0,186,0,1047,739,7,24.00065956
382,0,0,186,0,1047,739,28,37.424757280000002
382,0,0,186,0,1111,784,7,11.46598588
281,0,0,186,0,1104,774,28,22.435549039999998
339,0,0,185,0,1069,754,7,21.160018439999999
339,0,0,185,0,1069,754,28,31.840001680000001
295,0,0,185,0,1069,769,7,14.79615496
295,0,0,185,0,1069,769,28,25.17966352
238,0,0,185,0,1118,789,28,17.54026944
296,0,0,192,0,1085,765,7,14.203205600000001
296,0,0,192,0,1085,765,28,21.6495464
296,0,0,192,0,1085,765,90,29.39236188
331,0,0,192,0,879,825,3,13.52062436
331,0,0,192,0,978,825,7,16.26473884
331,0,0,192,0,978,825,28,31.447000360000001
331,0,0,192,0,978,825,90,37.231704000000001
349,0,0,192,0,1047,806,7,18.126324040000001
349,0,0,192,0,1047,806,28,32.722530960000001
349,0,0,192,0,1047,806,90,39.48629052
349,0,0,192,0,1047,806,180,41.051401040000002
349,0,0,192,0,1047,806,360,42.126983599999996
302,0,0,203,0,974,817,14,18.126324040000001
302,0,0,203,0,974,817,180,26.74477404
525,0,0,189,0,1125,613,180,61.921839559999996
500,0,0,200,0,1125,613,90,47.222211240000001
500,0,0,200,0,1125,613,180,51.041908280000002
500,0,0,200,0,1125,613,270,55.15808
540,0,0,173,0,1125,613,3,41.63745564
252,0,0,185,0,1111,784,7,13.713677640000001
252,0,0,185,0,1111,784,28,19.691434559999998
339,0,0,185,0,1060,754,28,31.6469484
393,0,0,192,0,940,758,3,19.105379960000001
393,0,0,192,0,940,758,28,39.58281716
393,0,0,192,0,940,758,90,48.79421652
382,0,0,185,0,1047,739,7,24.00065956
382,0,0,185,0,1047,739,28,37.424757280000002
252,0,0,186,0,1111,784,7,11.46598588
252,0,0,185,0,1111,784,28,19.691434559999998
310,0,0,192,0,970,850,7,14.98920824
310,0,0,192,0,970,850,28,27.923778
310,0,0,192,0,970,850,90,34.680642800000002
310,0,0,192,0,970,850,180,37.328230640000002
310,0,0,192,0,970,850,360,38.114233280000001
525,0,0,189,0,1125,613,3,33.798113520000002
525,0,0,189,0,1125,613,7,42.42345828
525,0,0,189,0,1125,613,14,48.401215199999996
525,0,0,189,0,1125,613,28,55.94408264
525,0,0,189,0,1125,613,90,58.78472376
525,0,0,189,0,1125,613,270,67.11359384
322,0,0,203,0,974,800,14,20.77391188
322,0,0,203,0,974,800,28,25.17966352
322,0,0,203,0,974,800,180,29.585415160000001
302,0,0,203,0,974,817,28,21.752967800000001
397,0,0,185,0,1040,734,28,39.093289200000001
480,0,0,192,0,936,721,3,24.39366088
522,0,0,146,0,896,896,7,50.511011759999996
522,0,0,146,0,896,896,28,74.987409759999992
273,105,82,210,9,904,680,28,37.169651160000001
162,190,148,179,19,838,741,28,33.75674496
154,144,112,220,10,923,658,28,16.49916068
147,115,89,202,9,860,829,28,19.987909240000001
152,178,139,168,18,944,695,28,36.349174720000001
310,143,111,168,22,914,651,28,33.68779736
144,0,175,158,18,943,844,28,15.416683360000001
304,140,0,214,6,895,722,28,33.418901720000001
374,0,0,190,7,1013,730,28,39.05192064
159,149,116,175,15,953,720,28,27.67556664
153,239,0,200,6,1002,684,28,26.8550902
310,143,0,168,10,914,804,28,45.2985732
305,0,100,196,10,959,705,28,30.123206440000001
151,0,184,167,12,991,772,28,15.56836808
142,167,130,174,11,883,785,28,44.609097200000001
298,137,107,201,6,878,655,28,53.52402188
321,164,0,190,5,870,774,28,57.21271848
366,187,0,191,7,824,757,28,65.90701084
280,129,100,172,9,825,805,28,52.82075636
252,97,76,194,8,835,821,28,33.398217439999997
165,0,150,182,12,1023,729,28,18.0297974
156,243,0,180,11,1022,698,28,37.362704440000002
160,188,146,203,11,829,710,28,32.83974188
298,0,107,186,6,879,815,28,42.63719584
318,0,126,210,6,861,737,28,40.0585556
287,121,94,188,9,904,696,28,41.940825079999997
326,166,0,174,9,882,790,28,61.232363559999997
356,0,142,193,11,801,778,28,40.865242519999996
132,207,161,179,5,867,736,28,33.301690799999996
322,149,0,186,8,951,709,28,52.42086028
164,0,200,181,13,849,846,28,15.085734880000001
314,0,113,170,10,925,783,28,38.458971280000001
321,0,128,182,11,870,780,28,37.25928304
140,164,128,237,6,869,656,28,35.225328839999996
288,121,0,177,7,908,829,28,42.13387836
298,0,107,210,11,880,744,28,31.874475479999998
265,111,86,195,6,833,790,28,41.540929
160,250,0,168,12,1049,688,28,39.45181672
166,260,0,183,13,859,827,28,37.91428524
276,116,90,180,9,870,768,28,44.27814872
322,0,116,196,10,818,813,28,31.178104720000001
149,139,109,193,6,892,780,28,23.690395360000001
159,187,0,176,11,990,789,28,32.763899519999996
261,100,78,201,9,864,761,28,32.39847724
237,92,71,247,6,853,695,28,28.627043520000001
313,0,113,178,8,1002,689,28,36.80422888
155,183,0,193,9,1047,697,28,18.284903520000001
146,230,0,202,3,827,872,28,33.0603742
296,0,107,221,11,819,778,28,31.419421319999998
133,210,0,196,3,949,795,28,31.026419999999999
313,145,0,178,8,867,824,28,44.388464880000001
152,0,112,184,8,992,816,28,12.176146160000001
153,145,113,178,8,1002,689,28,25.55887532
140,133,103,200,7,916,753,28,36.4388066
149,236,0,176,13,847,893,28,32.956952799999997
300,0,120,212,10,878,728,28,23.835185320000001
153,145,113,178,8,867,824,28,26.227667040000001
148,0,137,158,16,1002,830,28,17.953955040000001
326,0,138,199,11,801,792,28,40.679083999999997
153,145,0,178,8,1000,822,28,19.008853320000001
262,111,86,195,5,895,733,28,33.7153764
158,0,195,220,11,898,713,28,8.535712880000001
151,0,185,167,16,1074,678,28,13.45857152
273,0,90,199,11,931,762,28,32.23989776
149,118,92,183,7,953,780,28,23.518026360000001
143,169,143,191,8,967,643,28,29.72331036
260,101,78,171,10,936,763,28,49.77327244
313,161,0,178,10,917,759,28,52.44154456
284,120,0,168,7,970,794,28,40.93419012
336,0,0,182,3,986,817,28,44.864203320000002
145,0,134,181,11,979,812,28,13.19657064
150,237,0,174,12,1069,675,28,37.431652039999996
144,170,133,192,8,814,805,28,29.86810032
331,170,0,195,8,811,802,28,56.61287436
155,0,143,193,9,1047,697,28,12.45883132
155,183,0,193,9,877,868,28,23.786922000000001
135,0,166,180,10,961,805,28,13.29309728
266,112,87,178,10,910,745,28,39.417342919999996
314,145,113,179,8,869,690,28,46.2293658
313,145,0,127,8,1000,822,28,44.519465320000002
146,173,0,182,3,986,817,28,23.738658680000001
144,136,106,178,7,941,774,28,26.14492992
148,0,182,181,15,839,884,28,15.520104759999999
277,117,91,191,7,946,666,28,43.574883200000003
298,0,107,164,13,953,784,28,35.85964676
313,145,0,178,8,1002,689,28,41.051401040000002
155,184,143,194,9,880,699,28,28.98557104
289,134,0,195,6,924,760,28,46.24315532
148,175,0,171,2,1000,828,28,26.91714304
145,0,179,202,8,824,869,28,10.53519328
313,0,0,178,8,1000,822,28,25.096926400000001
136,162,126,172,10,923,764,28,29.068308160000001
155,0,143,193,9,877,868,28,9.735401119999999
255,99,77,189,6,919,749,28,33.798113520000002
162,207,172,216,10,822,638,28,39.84481804
136,196,98,199,6,847,783,28,26.96540636
164,163,128,197,8,961,641,28,27.234302
162,214,164,202,10,820,680,28,30.647208199999998
157,214,152,200,9,819,704,28,33.05347944
149,153,194,192,8,935,623,28,24.579819399999999
135,105,193,196,6,965,643,28,21.911547280000001
159,209,161,201,7,848,669,28,30.881630039999998
144,15,195,176,6,1021,709,28,15.340841
154,174,185,228,7,845,612,28,24.338502800000001
167,187,195,185,7,898,636,28,23.8903434
184,86,190,213,6,923,623,28,22.93197176
156,178,187,221,7,854,614,28,29.413046160000001
236.90000000000001,91.700000000000003,71.5,246.90000000000001,6,852.9,695.4,28,28.629801423999997
313.30000000000002,0,113,178.5,8,1001.9,688.7000000000001,28,36.804918356000002
154.80000000000002,183.40000000000001,0,193.30000000000002,9.1,1047.4000000000001,696.7000000000001,28,18.287661424
145.90000000000001,230.5,0,202.5,3.4,827,871.8,28,32.720462532
296,0,106.70000000000001,221.40000000000001,10.5,819.2000000000001,778.4,28,31.420110796000004
133.1,210.2,0,195.7,3.1000000000000001,949.4,795.3,28,28.937997196000002
313.30000000000002,145,0,178.5,8,867.2000000000001,824,28,40.925226931999994
151.6,0,111.90000000000001,184.40000000000001,7.9000000000000004,992,815.9,28,12.180972492000001
153.1,145,113,178.5,8,1001.9,688.7000000000001,28,25.559564796000001
139.90000000000001,132.6,103.3,200.30000000000002,7.4000000000000004,916,753.4,28,36.443632932
149.5,236,0,175.80000000000002,12.6,846.8,892.7000000000001,28,32.96384756
299.80000000000002,0,119.8,211.5,9.900000000000001,878.2000000000001,727.60000000000003,28,23.835874796
153.1,145,113,178.5,8,867.2000000000001,824,28,26.233182848000002
148.1,0,136.6,158.1,16.100000000000002,1001.8,830.10000000000003,28,17.959470848000003
326.5,0,137.90000000000001,199,10.800000000000001,801.10000000000003,792.5,28,38.630650804
152.7,144.7,0,178.1,8,999.7000000000001,822.2000000000001,28,19.009542795999999
261.9,110.5,86.1,195.40000000000001,5,895.2000000000001,732.60000000000003,28,33.718823780000002
158.40000000000001,0,194.90000000000001,219.7,11,897.7000000000001,712.9,28,8.536402356
150.7,0,185.30000000000002,166.7,15.6,1074.5,678,28,13.461329424000001
272.60000000000003,0,89.6,198.7,10.6,931.3,762.2000000000001,28,32.245413568000004
149,117.6,91.700000000000003,182.90000000000001,7.1,953.4,780.3,28,23.524231644000001
143,169.40000000000001,142.7,190.7,8.400000000000001,967.4,643.5,28,29.726068263999995
259.9,100.6,78.40000000000001,170.6,10.400000000000001,935.7000000000001,762.9,28,49.77327244
312.9,160.5,0,177.6,9.6,916.60000000000003,759.5,28,52.446370892
284,119.70000000000001,0,168.30000000000002,7.2000000000000002,970.4,794.2000000000001,28,40.934879596000002
336.5,0,0,181.90000000000001,3.4,985.8,816.8,28,44.868340176000004
144.80000000000002,0,133.6,180.80000000000002,11.1,979.5,811.5,28,13.202086448
150,236.80000000000002,0,173.80000000000002,11.900000000000001,1069.3,674.8,28,37.431652039999996
143.7,170.2,132.6,191.6,8.5,814.10000000000003,805.3,28,29.870858223999996
330.5,169.6,0,194.90000000000001,8.1,811,802.3,28,56.619079643999996
154.80000000000002,0,142.80000000000002,193.30000000000002,9.1,1047.4000000000001,696.7000000000001,28,12.459520796
154.80000000000002,183.40000000000001,0,193.30000000000002,9.1,877.2000000000001,867.7000000000001,28,23.786922000000001
134.7,0,165.7,180.2,10,961,804.9,28,13.293786756
266.2,112.3,87.5,177.90000000000001,10.400000000000001,909.7000000000001,744.5,28,39.421479776
314,145.30000000000002,113.20000000000001,178.90000000000001,8,869.10000000000003,690.2000000000001,28,46.234192132
312.7,144.7,0,127.3,8,999.7000000000001,822.2000000000001,28,44.523602176000005
145.7,172.6,0,181.90000000000001,3.4,985.8,816.8,28,23.744174488
143.80000000000002,136.30000000000002,106.20000000000001,178.1,7.5,941.5,774.3,28,26.147687824
148.1,0,182.1,181.40000000000001,15,838.9,884.3,28,15.526310044000001
277,116.8,91,190.6,7,946.5,665.60000000000003,28,43.57833058
298.10000000000003,0,107.5,163.6,12.800000000000001,953.2000000000001,784,28,35.865852043999994
313.30000000000002,145,0,178.5,8,1001.9,688.7000000000001,28,41.053469468000003
155.2,183.90000000000001,143.2,193.80000000000002,9.2,879.60000000000003,698.5,28,28.991086848000002
289,133.7,0,194.90000000000001,5.5,924.10000000000003,760.10000000000003,28,46.247292176000002
147.80000000000002,175.1,0,171.2,2.2000000000000002,1000,828.5,28,26.922658848000002
145.40000000000001,0,178.90000000000001,201.7,7.8,824,868.7000000000001,28,10.535882756
312.7,0,0,178.1,8,999.7000000000001,822.2000000000001,28,25.10382116
136.40000000000001,161.6,125.8,171.6,10.400000000000001,922.60000000000003,764.4,28,29.073134491999998
154.80000000000002,0,142.80000000000002,193.30000000000002,9.1,877.2000000000001,867.7000000000001,28,9.738159024
255.30000000000002,98.8,77,188.6,6.5,919,749.3,28,33.798802996
272.80000000000002,105.1,81.8,209.7,9,904,679.7000000000001,28,37.171030112
162,190.1,148.1,178.80000000000002,18.800000000000001,838.10000000000003,741.4,28,33.762260768
153.6,144.2,112.3,220.1,10.1,923.2000000000001,657.9,28,16.503987012
146.5,114.6,89.3,201.90000000000001,8.800000000000001,860,829.5,28,19.987909240000001
151.80000000000002,178.1,138.7,167.5,18.300000000000001,944,694.60000000000003,28,36.349864196
309.9,142.80000000000002,111.20000000000001,167.80000000000002,22.100000000000002,913.9,651.2000000000001,28,38.215586251999995
143.6,0,174.90000000000001,158.40000000000001,17.9,942.7000000000001,844.5,28,15.423578120000001
303.60000000000003,139.90000000000001,0,213.5,6.2000000000000002,895.5,722.5,28,33.419591196
374.30000000000002,0,0,190.2,6.7000000000000002,1013.2000000000001,730.4,28,39.056057496000002
158.6,148.90000000000001,116,175.1,15,953.3,719.7000000000001,28,27.681082448000002
152.6,238.7,0,200,6.3,1001.8,683.9,28,26.859916531999997
310,142.80000000000002,0,167.90000000000001,10,914.3,804,28,45.304778483999997
304.80000000000002,0,99.6,196,9.800000000000001,959.4,705.2000000000001,28,30.123206440000001
150.90000000000001,0,183.90000000000001,166.6,11.6,991.2000000000001,772.2000000000001,28,15.569747031999999
141.90000000000001,166.6,129.7,173.5,10.900000000000001,882.60000000000003,785.3,28,44.611855103999993
297.80000000000002,137.2,106.90000000000001,201.30000000000002,6,878.4,655.3,28,53.524711356
321.30000000000002,164.2,0,190.5,4.6,870,774,28,57.218234287999991
366,187,0,191.30000000000002,6.6,824.3,756.9,28,65.909079268
279.80000000000002,128.90000000000001,100.40000000000001,172.40000000000001,9.5,825.10000000000003,804.9,28,52.826961643999994
252.1,97.1,75.6,193.80000000000002,8.300000000000001,835.5,821.4,28,33.399596392
164.6,0,150.40000000000001,181.6,11.7,1023.3,728.9,28,18.033934256
155.6,243.5,0,180.30000000000002,10.7,1022,697.7000000000001,28,37.363393916
160.2,188,146.40000000000001,203.2,11.300000000000001,828.7000000000001,709.7000000000001,28,35.314271244
298.10000000000003,0,107,186.40000000000001,6.1,879,815.2000000000001,28,42.6440906
317.9,0,126.5,209.7,5.7000000000000002,860.5,736.60000000000003,28,40.062002979999996
287.30000000000002,120.5,93.90000000000001,187.6,9.2,904.4,695.9,28,43.798273423999995
325.60000000000003,166.40000000000001,0,174,8.900000000000001,881.60000000000003,790,28,61.235810940000001
355.9,0,141.6,193.30000000000002,11,801.4,778.4,28,40.8686899
132,206.5,160.90000000000001,178.90000000000001,5.5,866.9,735.60000000000003,28,33.306517131999997
322.5,148.6,0,185.80000000000002,8.5,951,709.5,28,52.426376088
164.2,0,200.1,181.2,12.6,849.3,846,28,15.091250688000001
313.80000000000002,0,112.6,169.90000000000001,10.1,925.3,782.9,28,38.461039708000002
321.4,0,127.90000000000001,182.5,11.5,870.10000000000003,779.7000000000001,28,37.265488323999997
139.7,163.90000000000001,127.70000000000001,236.7,5.8,868.60000000000003,655.60000000000003,28,35.225328839999996
288.4,121,0,177.40000000000001,7,907.9,829.5,28,42.140083643999994
298.2,0,107,209.7,11.1,879.60000000000003,744.2000000000001,28,31.875164956000003
264.5,111,86.5,195.5,5.9000000000000004,832.60000000000003,790.4,28,41.542307951999995
159.80000000000002,250,0,168.40000000000001,12.2,1049.3,688.2000000000001,28,39.455953576
166,259.7,0,183.2,12.7,858.8,826.8,28,37.917043144
276.4,116,90.3,179.6,8.900000000000001,870.10000000000003,768.3,28,44.284354003999994
322.2,0,115.6,196,10.400000000000001,817.9,813.4,28,31.178794196000002
148.5,139.40000000000001,108.6,192.7,6.1,892.4,780,28,23.696600644000001
159.1,186.7,0,175.6,11.300000000000001,989.60000000000003,788.9,28,32.768036376000005
260.9,100.5,78.3,200.6,8.6,864.5,761.5,28,32.401235144
